patient_id,first_name,last_name,date_of_birth,age,gender,ssn,phone_number,email,address,city,state,zip_code,admission_date,discharge_date,length_of_stay_days,admission_type,department,attending_physician,primary_diagnosis,secondary_diagnosis,medication_1,medication_2,height_cm,weight_kg,bmi,blood_pressure,heart_rate_bpm,temperature_celsius,oxygen_saturation_pct,blood_glucose_mgdl,creatinine_mgdl,hba1c_pct,insurance_provider,insurance_claim_amount_usd,icu_days,readmission_30day_flag,smoker,alcohol_use,discharge_disposition
13060,Kevin,GONZALEZ,1970-09-02,51,F,564-16-2383,857-552-7272,,9249 Lake St,Memphis,CT,62553,2021-10-21,2021-11-08,18,Routine,Neurology,Dr. Ramirez,Pneumonia,,Furosemide,,166.8,80.2,28.8,119/70,96,39.9,N/A,234,3.69,5.4,BlueCross BlueShield,4309.89,4,0,no,N/A,Discharged to SNF
52558,Margaret,ramirez,1996/07/14,N/A,Unknown,271-63-7540,(619) 292-8643,margaret.ramirez72@gmail.com,6653 Pine Blvd,Seattle,SC,76601,2019-12-14,2019-12-10,-4,Urgent,Oncology,Dr. Campbell,Epilepsy,Epilepsy,Prednisone,Hydrochlorothiazide,172.5,83.1,27.9,101/62,52,38.1,89,70,0.79,N/A,UNKNOWN,59209.12,0,0,,Moderate,Home
27864,Timothy,Carter,1942-03-26,77,F,431-11-8467,760-977-4312,timothy.carter13@yahoo.com,5225 Cedar Blvd,Phoenix,GA,36861,2019-03-25,2019-04-21,27,Emergency,Pediatrics,Dr. Scott,Sepsis,COPD,Amlodipine,Sertraline,-999,82.3,,127/79,119,40.0,94,205,4.81,8.4,Cigna,38738.97,0,0,N,N/A,AMA
PT-95920,ANDREW,Garcia,08/30/1952,66,MALE,599-17-6517,838-496-5197,andrew.garcia47@aol.com,5129 Maple Way,San Jose,FL,,2018-09-29,2018-10-21,22,Elective,ICU,Dr. Johnson,Asthma,,Lisinopril,Losartan,176.6,95.1,30.5,114/81,80 bpm,36.3,97,268,3.24,9.1,,638.96,4,1,no,Occasional,Rehab Facility
31678,Jennifer,Johnson,1963-11-21,57,F,628-92-9068,345-932-4937,jennifer.johnson43@aol.com,9434 Elm St,El Paso,MO,34629,2021-03-06,2021-04-01,26,Emergency,General Medicine,Dr. Sanchez,Anemia,Appendicitis,Omeprazole,,167.2,63.3,22.6 ,N/A,,39.3,95,74,6.75,6.3,BlueCross BlueShield,3864.99,3,0,Former,Heavy,Rehab Facility
00027950,Nancy,Roberts,,59,M,120-45-5430,421-423-1587,nancy.roberts47@gmail.com,9518 Hill Way,New York,MO,86534,2022-08-10,2022-08-19,9,Urgent,Surgery,Dr. Sanchez,Hyperlipidemia,Type 2 Diabetes,Prednisone,Metformin,152.5,96.2,41.4,N/A,71 bpm,38.3,,92,-999,5.1,Medicare,74618.92,0,1,Y,Moderate,Rehab Facility
67832,DONNA,Thompson,1955-07-12,63,M,610-67-4611,323-381-5152,donna.thompson7@hotmail.com,6280 Cedar Dr,Seattle,GA,87278,2019-01-05,2019-01-19,14,Urgent,General Medicine,Dr. Adams,Heart Failure,Asthma,Aspirin,,185.6,127.9,37.1,147/64,73,38.9,,183,5.48,8.1,Cigna,62297.0,2,0,N,Occasional,AMA
13739,Sarah,NELSON,1968/10/08,55,F,833-54-6784,(572) 299-1710,sarah.nelson64@hotmail.com,2010 Lake Ln,Denver,CO,88008,2023-12-01,2023-12-31,30,Emergency,Surgery,Dr. Lewis,Rheumatoid Arthritis,Sepsis,Hydrochlorothiazide,Atorvastatin,155.7,93.2,38.4,115/86,102,,N/A,82,2.88,4.7,ANTHEM,51890.76,2,1,Former,,Rehab Facility
44821,Robert,HILL,1989/07/01,29,F,474-89-3295,323-385-4933,robert.hill5@yahoo.com,9236 Main Blvd,Oklahoma City,IN,49230,2019-05-29,2019-06-22,24,Emergency,Surgery,Dr. Hall,Hypothyroidism,Atrial Fibrillation,Atorvastatin,,153.8,107.4,N/A,175-75,16,-999,100,196,1.45,12.6,Humana,71516.52,0,0,N,N/A,Home
43542,Mark,Clark,1941-12-01,79,F,339-88-5611,N/A,mark.clark60@yahoo.com,7220 Lake Way,Baltimore,OR,12954,2021-11-01,2021-11-10,9,Routine,Cardiology,Dr. Rodriguez,Obesity,Osteoarthritis,Clopidogrel,,171.7,100.2,34.0,N/A,84,,89,167,-999,11.9,BLUECROSS BLUESHIELD,15438.51,4,0,No,,AMA
82964,Michael,Johnson,1966-06-27,53,F,***-**-7871,N/A,michael.johnson84yahoo.com,5448 Cedar Blvd,Albuquerque,PA,31740,2020-03-29,2020-04-25,27,Urgent,Neurology,Dr. Anderson,Hypertension,,Metoprolol,,170.0,106.8 kg,37.0,,108,,99 %,202,4.74,8.1,Medicaid,-3872.73,3,0,1,None,AMA
34607,Deborah,Wilson,11/29/1958,65,F,484-89-5983,831-272-8858,deborah.wilson70@hotmail.com,5073 Pine Way,Dallas,OR,24970,2024-03-15,2024-03-25,10,Elective,Orthopedics,Dr. Garcia,Anxiety Disorder,Hyperlipidemia,Metoprolol,Aspirin,185.7,N/A,16.1,142-75,101,38.3,98,166,3.55,7.0,Medicare,72617.35,3,0,0,N/A,Deceased
85218,Carol,Moore,1963-05-21,55,F,,466-574-7770,carol.moore22@aol.com,9841 Elm Dr,Austin,GA,38333,2018-05-10,2018-06-07,28,Routine,Cardiology,Dr. Perez,Anxiety Disorder,,Pantoprazole,,154.3,60.4,N/A,151/103,85,39.6,95,252,6.53,7.1,BlueCross BlueShield,50686.56,5,0,,Heavy,AMA
31627,susan,  Carter  ,1993-06-01,27,F,945-43-8340,736-647-9613,susan.carter58@yahoo.com,1038 Lake St,Indianapolis,CA,27190,2020-07-05,2020-08-04,30,Emergency,General Medicine,Dr. Baker,Chronic Kidney Disease,Obesity,Gabapentin,Pantoprazole,179.6,97.1,30.1,118/65,60,38.8,96,285,-999,-999,Centene,42590.1,1,0,Yes,N/A,Deceased
32108,Jennifer,HERNANDEZ,1979/10/28,41,M,799-45-4666,000-000-0000,jennifer.hernandez5@gmail.com,9542 Maple Blvd,Milwaukee,CO,50814-0000,2021-06-24,2021-06-25,1,Routine,ICU,Dr. Roberts,Rheumatoid Arthritis,,Amlodipine,Omeprazole,164.8,116.6,42.9,,77,36.1,,95,6.07,7.1,Centene,49080.83,1,0,yes,None,Discharged to SNF
39126,donna,Nelson,1987-10-19,35,M,716-92-4346,975-711-1693,donna.nelson91@outlook.com,3700 Elm Ave,Philadelphia,MA,291XX,2023-08-22,2023-09-21,30,Emergency,Emergency,Dr. Walker,Rheumatoid Arthritis,,Losartan,,186.0,69.0,19.9,156/104,59,36.3,91,214,4.77,4.3,Anthem,67706.8,0,0,No,Heavy,Rehab Facility
26040,Joshua,Perez,1977-02-09,,M,353-79-7505,314-847-7080,joshua.perez93@outlook.com,2171 Cedar Way,Austin,KY,94160,2023-02-05,2023-03-03,26,Urgent,Surgery,Dr. Johnson,Rheumatoid Arthritis,Anemia,Clopidogrel,,163.8,83.3,31.0,117/99,79,39.7,N/A,176,-999,10.6,,39987.44,1,0,1,Moderate,Deceased
33067,JOSHUA,Mitchell,1956-06-04,62,M,862-37-9098,8446826685,,2128 Hill Way,Oklahoma City,PA,20591,2019-02-01,2019-02-03,2,Routine,Cardiology,Dr. Nelson,Migraine,Sepsis,Omeprazole,Atorvastatin,-999,90.7,33.9,117/91,61,36.8,100,299,6.75,N/A,Medicare,1724.13,0,0,0,Moderate,Transferred
12526,Sandra,Mitchell,1957-09-26,62,M,648-23-9275,,sandra.mitchell2@outlook.com,2477 Hill Ave,Austin,WI,89894-0000,2020-08-21,2020-09-20,30,Transfer,Oncology,Dr. Williams,COPD,Asthma,Amoxicillin,,168.2,70.4,24.9,126/91,59,39.5,94,,7.3,10.5,Kaiser Permanente,60818.81,4,1,No,None,Discharged to SNF
10771,Ashley,Jackson,1964-03-03,56,M,156872077,583-649-2122,ashley.jackson77@gmail.com,3933 Hill Dr,El Paso,MI,11389,2020-10-22,2020-10-27,5,Transfer,ICU,Dr. Wilson,Parkinson's Disease,COPD,Albuterol,Atorvastatin,184.1,52.8,15.6,132/95,113,36.9,90,329,5.53,5.7,,12696.67,0,0,No,None,Rehab Facility
12600,jennifer,HALL,2003-08-24,20,m,959-51-2947,527-355-9274,jennifer.hall66@gmail.com,6825 Main Way,Oklahoma City,MI,15512,2024-02-15,2024-03-07,21,Urgent,Neurology,Dr. Walker,Osteoarthritis,,Prednisone,,-999,89.8,27.0 ,134/97,77,37.4,89,315,3.6,5.4,Humana,54851.57,0,1,Yes,Moderate,Rehab Facility
99565,,LEE,1982-10-04,,M,502-14-5323,298-589-2637,susan.lee40@yahoo.com,3602 Pine Ln,San Jose,OR,54786,2018-03-03,2018-03-04,1,Urgent,Orthopedics,Dr. Gonzalez,Chronic Kidney Disease,Appendicitis,Clopidogrel,Sertraline,186.2,118.1,34.1,149/79,97,36.2,96,341,2.01,8.6,Medicare,62116.07,1,0,yes,None,Rehab Facility
88189,richard,thomas,1991-01-31,29,M,109-91-9706,,richard.thomas70hotmail.com,9447 Maple Dr,Boston,OR,75002,2020-10-27,2020-11-21,25,Transfer,Pediatrics,Dr. Ramirez,Sepsis,Atrial Fibrillation,Metoprolol,Gabapentin,186.6,,33.3,179/93,,39.1,93,100,6.92,N/A,Aetna,46649.58,3,0,No,N/A,Home
41666,Joseph,Adams,1958-03-16,61,M,776-30-5184,223-856-1770,joseph.adams5@yahoo.com,8094 Elm Way,San Diego,MD,50997,2019-12-19,2019-12-23,4,Urgent,Surgery,Dr. Nguyen,Pneumonia,,Albuterol,,,118.4,34.4,103/91,N/A,39.7,-999,262,1.25,,United Health,47873.81,0,0,1,Moderate,Home
46495,DONNA,mitchell,1956-10-07,,M,396385098,838-478-2828,donna.mitchell47aol.com,2343 Washington Ln,Seattle,UT,83708,2023-06-10,2023-07-01,21,Emergency,Psychiatry,Dr. Johnson,Coronary Artery Disease,,Albuterol,,188.6,57.8,16.2,100/83,-2,39.3,99,166,6.03,6.1,Aetna,82858.78,3,0,yes,None,Discharged to SNF
53723,Mary,Allen,1996-11-23,26,Unknown,602-38-3351,696-324-6039,MARY.ALLEN49@YAHOO.COM,2335 Lake Blvd,Austin,NJ,55703,2023-05-16,2023-05-27,11,Elective,Orthopedics,Dr. Carter,Hypothyroidism,Hypothyroidism,Losartan,Pantoprazole,175.0,89.9,29.4,102/85,,38.3,93,-999,4.52,11.0,BlueCross BlueShield,18184.15,3,0,Former,Occasional,Deceased
80300,Emily,Rivera,05/02/1948,72,M,895-18-4307,347-503-1625,emily.rivera53@yahoo.com,6703 Oak Ave,Austin,AL,193XX,2020-11-02,2020-11-10,8,Urgent,ICU,Dr. Gonzalez,Atrial Fibrillation,Anemia,Losartan,Albuterol,172.0,110.8,-999,164/62,83,38.0,89,343,7.01,-999,United Health,73376.37,3,0,no,N/A,Rehab Facility
00023773,mark,Moore,1956-03-11,66,F,306-57-4778,707-314-3961,NA,8177 Main Rd,New York,GA,61660,2023-01-09,2023-01-18,9,Routine,Oncology,Dr. Thomas,Type 2 Diabetes,Anxiety Disorder,Clopidogrel,,188.5,94.4,N/A,,104,,95,188,3.62,11.6,UNITED HEALTH,65690.2,0,0,No,None,Discharged to SNF
37766,joshua,Gonzalez,1994-12-31,27,F,638-78-3588,619-952-8825,joshua.gonzalez8@gmail.com,9556 Oak Dr,Houston,AZ,37331,2022-05-22,2022-05-31,9,Emergency,Pediatrics,Dr. Young,Rheumatoid Arthritis,COPD,Omeprazole,,182.0,118.7,-999,110/66,87,39.2,90,281,,4.7,MEDICARE,83985.4,5,0,1,N/A,Transferred
71040,George,Scott,2003-07-30,16,MALE,758-83-9617,688-648-4602,george.scott43@gmail.com,7574 Cedar Blvd,Milwaukee,VA,16274,2020-06-04,2020-06-25,21,Urgent,Psychiatry,Dr. Hernandez,Depression,Hypothyroidism,Clopidogrel,,,62.4,21.1,N/A,59,39.8,96,122,6.06,5.3,Centene,25356.55,0,0,,Occasional,AMA
66056,james,Johnson,,46,F,252-79-3147,204-857-8686,james.johnson77@gmail.com,9515 Lake Rd,Milwaukee,TN,,2019-06-09,2019-06-25,16,Elective,Cardiology,Dr. Rodriguez,Alzheimer's Disease,Rheumatoid Arthritis,Amlodipine,Metoprolol,150.5,45.8,20.2,104/105,115,38.0,88,120,1.0,6.9,Aetna,35500.59,2,0,0,None,Deceased
36359,Amanda,Davis,2000/06/04,23,M,666-43-1905,8958988487,amanda.davis4@hotmail.com,788 Hill Ave,Philadelphia,MA,49317,2023-11-09,2023-11-04,-5,Urgent,Neurology,Dr. Allen,Hypothyroidism,,Hydrochlorothiazide,Omeprazole,190.1,51.6,14.3,122/96,,39.5 C,,297,2.07,6.8,Medicaid,39311.84,0,1,,None,AMA
38465,Michael,hernandez,1956-03-17,63,F,293-82-7598,541-467-6703,NA,6382 Elm Dr,Indianapolis,FL,510XX,2019-08-01,2019-08-02,1,Elective,Psychiatry,Dr. Walker,Epilepsy,Hyperlipidemia,Warfarin,,N/A,79.1,24.5 ,103/69,52,37.0,98,83,4.83,5.0,Centene,55819.26,1,0,Y,N/A,Deceased
64334,  Donald  ,Jones,1989-07-09,34,M,421-78-1420,393-813-2646,donald.jones19@outlook.com,610 Elm Ave,Louisville,WI,73431,2024-05-07,2024-05-12,5,Urgent,Psychiatry,Dr. Lewis,Migraine,Coronary Artery Disease,Levothyroxine,,N/A,87.1,28.1,118/102,104,38.5,94,342,7.25,8.2,Centene,29303.64,5,1,Unknown,None,Discharged to SNF
26144,Matthew,White,1958-05-31,,F,389-60-8679,522-698-4595,matthew.white22hotmail.com,4102 Oak Blvd,El Paso,SC,21087,2019-08-01,2019-07-27,-5,Routine,Oncology,Dr. Taylor,Hypothyroidism,,Losartan,Metoprolol,190.9,61.1,-999,161/91,79,36.7,89,102,7.24,7.9,,13144.21,0,0,1,N/A,Deceased
00033862,Christopher,Brown,12/05/1999,19,Male,519-12-9130,368-834-5894,christopher.brown25@gmail.com,7496 Cedar Way,Seattle,IL,63760,2019-02-26,2019-03-24,26,Transfer,Emergency,Dr. Perez,Obesity,Heart Failure,Prednisone,,172.7,48.8,16.4,99/108,11,37.3,99,-999,2.12,13.0,Medicare,57447.88,0,1,0,Heavy,Rehab Facility
89449,Timothy,Perez,1954-03-03,65,M,949-26-3415,847-749-9514,timothy.perez9@gmail.com,3481 Lake Rd,Milwaukee,PA,45392,2019-05-27,2019-05-22,-5,Urgent,Surgery,Dr. Lee,Migraine,COPD,Gabapentin,,,73.4,20.7,150/105,93,39.0,91,207,1.04,13.0,Kaiser Permanente,58712.22,0,0,Y,Moderate,Home
46694,  Andrew  ,  Green  ,1974-10-28,49,F,645-74-2481,537-435-1327,andrew.green21@aol.com,6347 Park Dr,San Diego,OH,38889,2024-07-02,2024-07-27,25,Routine,Neurology,Dr. Anderson,Type 2 Diabetes,UTI,Aspirin,Furosemide,152.2,,44.4 ,162/93,-999,-999,100,N/A,3.99,5.7,Humana,9045.23,1,1,Former,Moderate,Deceased
95376,Timothy,Clark,1971-06-12,171,M,749-90-6486,000-000-0000,timothy.clark82@outlook.com,8085 Maple St,San Diego,MA,113XX,2018-03-05,2018-03-10,5,Emergency,Surgery,Dr. Perez,Depression,,Metoprolol,Sertraline,153.2 cm,,49.3,90/91,111,38.3,99,320,2.24,12.5,Humana,78606.07,0,0,N,N/A,AMA
89986,Barbara,Williams,1958-01-20,64,F,627-70-1931,843-922-3680,barbara.williams61@yahoo.com,6389 Park Ln,San Jose,IL,91453,2022-04-17,2022-04-25,8,Transfer,Oncology,Dr. Thomas,Parkinson's Disease,,Sertraline,Hydrochlorothiazide,154.3,-999,37.0,100/97,50,37.9,88 %,104 mg/dL,N/A,7.4,Kaiser Permanente,65703.65,2,0,Former,Moderate,Rehab Facility
10696,Kimberly,Martinez,1995/02/11,26,F,743-76-2156,3599836553,KIMBERLY.MARTINEZ72@GMAIL.COM,6422 Maple St,Milwaukee,NJ,34301,2021-03-28,2021-03-24,-4,Urgent,ICU,Dr. Lee,Sepsis,Coronary Artery Disease,Warfarin,,166.7,123.5,44.4,142/99,117,36.3,,118,2.0,12.7,BlueCross BlueShield,25623.49,0,0,N,Occasional,Discharged to SNF
47211,Elizabeth,martin,1960-02-13,63,M,248-64-2730,363-486-8562,elizabeth.martin58aol.com,4696 Lake St,Milwaukee,WI,84349,2023-07-13,2023-07-29,16,Emergency,Cardiology,Dr. Scott,UTI,Type 2 Diabetes,Warfarin,Amlodipine,157.6,,35.6,99/71,112,39.1,100,124,1.5,10.6,Kaiser Permanente,34442.8,1,0,N,Heavy,Transferred
PT-19117,Steven,  Johnson  ,1963-07-31,55,F,***-**-1496,609-580-4999,steven.johnson87aol.com,7737 Lake Ln,Louisville,OH,19457,2019-03-31,2019-04-12,12,Transfer,Pediatrics,Dr. White,Anxiety Disorder,Epilepsy,Omeprazole,Levothyroxine,,70.4,19.6,90/67,98,39.7,99,147,,5.7,KAISER PERMANENTE,55405.52,2,0,0,,Home
51381,Emily,Green,1997-05-22,26,M,817-33-9596,,,9658 Oak Way,Charlotte,CT,55857,2023-08-26,2023-08-29,3,Elective,Orthopedics,Dr. Anderson,Epilepsy,Chronic Kidney Disease,Furosemide,Pantoprazole,192.6,115.3,31.1,104/66,99,38.7,88,152,,9.5,Aetna,63061.62,1,0,N,Heavy,Deceased
62291,Patricia,White,1940-04-19,84,F,117-67-5790,754-936-1466,patricia.white20@outlook.com,2193 Park Ave,Las Vegas,TN,88454,2024-09-08,2024-09-21,13,Elective,General Medicine,Dr. Jackson,Hypertension,,Prednisone,Warfarin,188.2,80.5,22.7,99/90,70,38.5,89,215,6.12,8.2,Humana,33900.13,4,1,Y,N/A,Home
69570,Donald,Adams,1978-01-19,N/A,M,828-90-5654,997-816-9181,donald.adams27@aol.com,7600 Washington Blvd,Seattle,WA,69092,2023-01-26,2023-02-14,19,Transfer,Neurology,Dr. Green,UTI,Depression,Aspirin,,165.5,81.1,29.6 ,,N/A,39.1,94,180,4.96,4.8,Kaiser Permanente,82517.79,0,0,,N/A,AMA
72968,elizabeth,HARRIS,1985-03-30,35,M,729-67-3587,632-669-2975,elizabeth.harris48@outlook.com,4944 Park Way,El Paso,TX,866XX,2020-09-05,2020-09-12,7,Routine,ICU,Dr. Johnson,Hypertension,,Amoxicillin,Pantoprazole,159.0,93.0,36.8,112/79,114,39.0,88,92,3.73 ,-999,Humana,58446.06,1,1,1,N/A,Transferred
92805,Mark,Martin,2000-11-28,24,M,611-13-5597,941-639-7844,mark.martin68@outlook.com,9143 Oak Way,Los Angeles,KY,94150,2024-12-30,2025-01-28,29,Routine,Emergency,Dr. Allen,Coronary Artery Disease,Heart Failure,Amlodipine,,156.1,49.8,20.4,90/73,2 bpm,40.0,96 %,309,6.86,5.6,Aetna,12907.81,3,0,yes,Heavy,Rehab Facility
00047089,matthew,thomas,2002-08-19,19,F,312-49-6106,491-315-8652,matthew.thomas48@outlook.com,1464 Hill Dr,Columbus,OK,66261,2022-01-28,2022-01-29,1,Transfer,ICU,Dr. Garcia,COPD,,Metoprolol,Albuterol,,70.0,27.8,178/77,68,37.8,88,309,,,Kaiser Permanente,1335.69,0,1,Yes,Occasional,AMA
76923,Jessica,,1956-09-28,68,F,520-72-4042,390-481-2760,jessica.smith21@aol.com,388 Cedar Way,Jacksonville,UT,61062,2024-09-27,2024-10-25,28,Elective,Psychiatry,Dr. Lopez,Stroke,Type 2 Diabetes,Amlodipine,Prednisone,-999,,13.9,164/63,70,36.4,100,,7.08,7.2,UNKNOWN,53600.15,2,1,no,Moderate,Transferred
54231,Sarah,Thompson,1946-09-02,72,F,304-53-4669,730-935-6028,sarah.thompson57yahoo.com,975 Elm Dr,Philadelphia,NC,29602,2019-04-14,2019-05-07,23,Elective,Psychiatry,Dr. Hernandez,Type 2 Diabetes,Hypothyroidism,Furosemide,Furosemide,185.1,51.6,-999,157-100,102,39.8,96,71,,12.3,Kaiser Permanente,40905.98,4,0,,None,AMA
72264,ANTHONY,hernandez,2005-07-18,47,M,963-18-6398,453-292-2122,anthony.hernandez91aol.com,880 Park Way,Dallas,PA,87869,2021-04-12,2021-04-10,-2,Transfer,General Medicine,Dr. Jones,Hyperlipidemia,,Prednisone,,150.6,62.6,27.6,164/65,78 bpm,39.3,91,,6.56,12.1,Anthem,44396.22,0,1,yes,N/A,AMA
58902,Karen,Jones,1945-11-20,74,Unknown,361-15-3870,000-000-0000,karen.jones47@hotmail.com,8602 Hill Ave,Seattle,CA,18331,2020-02-10,2020-03-11,30,Urgent,Psychiatry,Dr. Ramirez,Appendicitis,Anemia,Amlodipine,Clopidogrel,182.2,98.3,29.6,158/103,65,37.4,92,157,-999,5.8,HUMANA,45743.9,5,0,no,N/A,Deceased
31750,Donald,Taylor,07/23/1953,65,F,148-90-5438,484-549-2900,donald.taylor77@outlook.com,2963 Cedar Rd,Nashville,OR,47827,2019-04-13,2019-05-03,20,Urgent,Emergency,Dr. Hernandez,Hypertension,Hypothyroidism,Atorvastatin,Amoxicillin,184.6,62.1,,178/65,94,36.3,92,128,5.85 ,4.2,Medicare,55697.39,0,0,no,Heavy,Discharged to SNF
97408,,Rivera,1972-05-31,46,F,772-73-8758,693-361-1877,robert.rivera40@yahoo.com,1979 Lake Ln,Milwaukee,TN,83747,2019-04-10,2019-04-18,8,Urgent,Orthopedics,Dr. Hill,Pneumonia,Heart Failure,Insulin Glargine,Hydrochlorothiazide,166.8,67.8,24.4,113/77,78,-999,97,324,4.64,11.1,Medicaid,27231.0,5,1,Former,,Transferred
82524,Richard,Torres,1988-07-11,34,M,851162248,,RICHARD.TORRES75@GMAIL.COM,7065 Pine St,Memphis,OR,41969,2023-06-28,2023-07-04,6,Routine,Orthopedics,Dr. Thompson,Epilepsy,Anxiety Disorder,Pantoprazole,,191.4,48.0,6.1,144/100,107,36.7,91,344,3.72,5.1,Anthem,69708.69,2,0,Yes,Occasional,AMA
29242,Michael,Davis,1996-07-29,27,M,988-90-7875,883-252-6453,michael.davis49yahoo.com,577 Hill Blvd,San Diego,CT,41877,2024-06-08,2024-06-30,22,Routine,Emergency,Dr. Allen,Anemia,Epilepsy,Insulin Glargine,,175.8,N/A,21.4,64/131,108 bpm,36.1,98,336,1.16,8.1,Kaiser Permanente,61857.28,4,1,Former,,Transferred
26481,Michael,Garcia,1993-03-13,28,F,605-14-5271,985-906-4861,michael.garcia82@outlook.com,7471 Elm St,Tucson,LA,35576,2021-03-26,2021-03-27,1,Urgent,ICU,Dr. Harris,Obesity,,Albuterol,Furosemide,N/A,N/A,N/A,103/94,87,37.5,94,,5.39,8.1,United Health,11148.79,1,0,Yes,None,AMA
53929,Christopher,Harris,1973-02-05,47,F,400-13-2466,(565) 226-8908,christopher.harris56@yahoo.com,4429 Maple St,Louisville,SC,87801,2021-01-14,2021-02-05,22,Elective,Surgery,Dr. Rodriguez,Chronic Kidney Disease,,Amlodipine,,-999,,29.5,98/70,52,36.3,99,,1.5,9.5,Centene,25897.28,1,0,no,None,Home
87636,Jessica,  Lee  ,1972-08-11,47,F,624477625,948-233-7982,jessica.lee34@gmail.com,2527 Elm Rd,Las Vegas,MI,49113,2019-10-30,2019-11-10,11,Urgent,Cardiology,Dr. King,Epilepsy,,Hydrochlorothiazide,Albuterol,177.8,73.9,23.4,103/78,56,38.2,90,216,2.26,12.9,Medicare,49000.79,3,0,0,None,Transferred
61954,Mary,Lopez,1948-10-08,75,F,136-29-2681,3262295404,mary.lopez45@hotmail.com,4714 Washington St,New York,IN,84787,2023-11-24,2023-12-02,8,Elective,Psychiatry,Dr. Davis,Rheumatoid Arthritis,Depression,Prednisone,,161.8,86.7,33.1,125/71,10,36.8,97,,3.36 ,,MEDICAID,73752.96,4,0,N,Heavy,Transferred
26300,george,Scott,1988-09-08,34,M,526-59-8042,721-876-9307,,5251 Main Ln,Charlotte,TX,35722,2023-06-27,2023-07-13,16,Emergency,Pediatrics,Dr. Brown,Pneumonia,,Pantoprazole,,192.6,108.0,29.1,161/98,116,38.3,,301,7.38,10.2,United Health,67127.41,1,0,Y,Moderate,Home
78315,John,Hernandez,1943-03-01,77,,197-90-9911,294-920-8642,john.hernandez87@outlook.com,6328 Washington Ave,San Antonio,MI,22017,2020-04-17,2020-04-23,6,Emergency,Surgery,Dr. Williams,Depression,Hypothyroidism,Aspirin,,182.4,56.5,17.0,141/63,112,37.4,99,N/A,3.23,4.4,HUMANA,53686.48,5,0,Yes,N/A,Home
57545,susan,Young,1976-10-15,,M,235-67-8572,584-228-7375,susan.young51@yahoo.com,6070 Park Ln,Nashville,MN,58921,2021-11-10,2021-11-23,13,Routine,Oncology,Dr. Young,Coronary Artery Disease,,Amlodipine,,158.6,N/A,28.3,99-99,,36.7,90,81,7.35,4.7,Humana,42857.41,5,1,no,N/A,Rehab Facility
84275,MARK,Hill,1961-02-16,62,F,626-30-5488,374-806-9956,mark.hill47yahoo.com,7305 Cedar Blvd,Austin,NY,75040,2023-12-16,2024-01-08,23,Urgent,Neurology,Dr. Thomas,Depression,Rheumatoid Arthritis,Losartan,Sertraline,165.8,122.8,44.7,165/89,77,36.2,96,314,,11.7,Medicare,22258.26,3,0,No,None,Deceased
40434,Elizabeth,Lee,1962-02-08,62,F,155-71-4080,258-723-2620,elizabeth.lee38@gmail.com,7192 Elm Dr,Dallas,PA,46359,2024-07-26,2024-08-06,11,Elective,Neurology,Dr. Clark,Obesity,Migraine,Gabapentin,Furosemide,185.8,75.7,5.2,141/94,57,N/A,100,179,6.73,6.5 %,Medicare,64693.01,5,0,Y,N/A,Home
66907,Elizabeth,Baker,1967/04/10,N/A,M,441-44-1171,228-731-6327,elizabeth.baker93@yahoo.com,223 Hill Blvd,Louisville,AL,77859,2023-06-05,2023-07-05,30,Transfer,Psychiatry,Dr. Wright,Parkinson's Disease,,Insulin Glargine,Hydrochlorothiazide,194.3,,27.5,115/66,90,37.1,92,120,4.6,4.1,Centene,50456.39,5,0,,Heavy,AMA
98540,Margaret,scott,1989-01-21,137,M,***-**-7536,7267996569,margaret.scott12@gmail.com,1494 Oak Dr,El Paso,MO,81200,2024-01-01,2024-01-12,11,Urgent,ICU,Dr. Clark,Migraine,Coronary Artery Disease,Pantoprazole,,194.7,115.5,30.5,156/83,88,36.3,93,217,7.5,4.8,BlueCross BlueShield,47777.41,2,1,1,Moderate,Deceased
93241,Charles,Thompson,01/28/1944,75,M,402-69-7430,252-481-1042,charles.thompson74@outlook.com,6923 Maple Ln,Tucson,AL,34113,2019-03-12,2019-03-26,14,Transfer,Emergency,Dr. Gonzalez,COPD,,Prednisone,Furosemide,157.6,68.0,27.4,,106,38.1,98,166,0.83,8.8,Medicaid,14708.76,1,0,Former,N/A,Deceased
00076402,Thomas,King,,48,M,539-37-8405,910-830-9569,thomas.king4gmail.com,7331 Maple St,Tucson,LA,45310,2024-04-15,2024-05-12,27,Routine,Surgery,Dr. Lewis,COPD,Stroke,Pantoprazole,Metoprolol,-999,49.4,13.5,178-86,88,38.9,100,113,7.33,,Medicare,48031.44,1,1,1,None,Home
54653,Susan,,1984-07-30,,M,125-80-3163,7058526867,susan.miller88@aol.com,6498 Lake Blvd,Portland,KY,81383,2018-04-09,2018-05-05,26,Elective,Orthopedics,Dr. Hernandez,Pneumonia,,Aspirin,,152.7,111.0,-999,148/66,119,38.6,88,239,6.1,6.8,Medicaid,55888.62,4,0,0,Heavy,Discharged to SNF
PT-29677,David,green,1946-04-18,76,,266-62-3967,(294) 585-5444,david.green61@yahoo.com,6221 Cedar St,New York,PA,12432,2022-11-09,2022-11-08,-1,Urgent,Emergency,Dr. Ramirez,Depression,,Lisinopril,Omeprazole,194.6,115.9,30.6,178/86,,36.4,97,,5.08,12.2,Humana,18613.4,0,0,0,N/A,Home
